ID,ATTi1,ATTi1R,ATTi2,ATTi3,ATTc1,ATTc1R,ATTc2,ATTc3,PNA1_t1,PNA2_t1,PNA3_t1,PNA4_t1,PNA5_t1,PNA6_t1,PNA7_t1,PNA8_t1,PNA9_t1,PNA10_t1,PNA11_t1,PNA12_t1,MMX1_t1,MMX2_t1,MMX3_t1,MMX4_t1,MMX5_t1,KSI1_t1,KSI2_t1,KSI3_t1,KSI4_t1,CS1_t1,CS2_t1,CS3_t1,WE1_t1,WE2_t1,WE3_t1,WE4_t1,WE5_t1,WE6_t1,WE7_t1,WE8_t1,WE9_t1,SD1_t1,SD2_t1,SD3_t1,SD4_t1,SD5_t1,PA_life_t1,PA_health_t1,PA_work_t1,JD1,JD2,JD3,JD4,JD4_R,JD5,KN1,KN2,KN3,KN4,TD1,TD2,TD3,OPEN1,OPEN2,OPEN3,IDg1_t1,IDw1_t1,IDg2_t1,IDw2_t1,age_t1,gender_t1,edu_t1,SO_t1,COMexp_year,COMexp_mon,GOUexp_year,GOUexp_mon,GOU_n,level,level_2,IND,IND_other,SS1,SS2,BJW1,BJW2,BJW3,BJW4,BJW5,BJW6,PNA1_t2,PNA3_t2,PNA5_t2,PNA6_t2,PNA7_t2,PNA8_t2,PNA9_t2,PNA10_t2,PNA11_t2,PNA12_t2,MMX1_t2,MMX2_t2,MMX3_t2,MMX4_t2,MMX5_t2,KSI1_t2,KSI2_t2,KSI3_t2,KSI4_t2,CS1_t2,CS2_t2,CS3_t2,WE1_t2,WE2_t2,WE3_t2,WE4_t2,WE5_t2,WE6_t2,WE7_t2,WE8_t2,WE9_t2,PA_life_t2,PA_health_t2,PA_work_t2,BSRS1,BSRS2,BSRS3,BSRS4,BSRS5,SE1,SE2,SE2_R,SD1_t2,SD2_t2,SD3_t2,SD4_t2,SD5_t2,LON1,LON2,LON3,LON3_R,LON4,LON5,LON6,LON6_R,LON7,LON8,IDg1_t2,IDw1_t2,IDg2_t2,IDw2_t2,VOTE1,VOTE1_other,VOTE2,VOTE3,VOTE4,age_t2,gender_t2,edu_t2,SO_t2,REL,mPA_t1_4,mPA_t1_6,mNA_t1,mMMX_t1,mKSI_t1,mCS_t1,mWE_t1,mSD_t1,mJD_t1,mKN_t1,mTD_t1,mOPEN_t1,mSS_t2,mBJW_t2,mPA_t2,mNA_t2,mMMX_t2,mKSI_t2,mCS_t2,mWE_t2,mBSRS_t2,mSE_t2,mSD_t2,mLON_t2,xPA,xNA,xMMX,xKSI,xCS,xWE,xSD,xPAlife,xPAhealth,xPAwork,midAtti,midAttc,xsAtti,xyAttic,ysAttc,SOdummy,Wellbeiing_allT1,ATTi_both,ATTc_both,xATT_imc,xATT_ab,absxPA,absxKSI,tenure_group,xPA6,xPA4,mPA_t1
90,2,4.00,4,3,2,4.00,4,4,4,3,3,3,3,2,3,3,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,3,1,1,2,2,2,3,3,3,3,3,6,3,4,4,3,2,2,4,2,4,4,4,4,4,4,4,4,4,4,4,4,5,4,26,0,6,1,2,10.0,2,10.0,77,1, ,16, ,3,3,2,4,3,3,2,2,2,2,1,1,4,4,4,4,4,4,3,3,4,3,2,3,3,3,3,3,3,3,3,3,3,2,1,2,1,2,2,6,3,4,3,2,2,2,2,4,2,4,3,3,3,3,3,1,1,2,4,1,1,3,3,3,1,4,4,5,4,1, ,3,2,4,26,0,6,1,1,3.00,3.00,2.80,4.00,4.00,4.00,1.89,3.00,3.00,4.00,4.00,4.00,3.00,2.67,1.50,4.00,3.00,3.00,3.00,2.11,2.20,4.00,3.00,1.88,-1.50,1.20,-1.00,-1.00,-1.00,.22,.00,.00,.00,.00,-1.00,-1.00,1.00,1.00,1.00,1.00,4.33,4.00,4.00,.00,.00,1.50,1.00,2.83,-1.50,-1.50,3.00
114,2,4.00,4,3,2,4.00,4,3,4,3,3,4,2,2,1,2,1,1,2,2,4,4,4,5,4,4,4,4,4,5,5,5,3,3,3,3,2,1,3,3,3,2,2,2,3,2,7,3,4,2,2,1,4,2,2,4,4,3,4,3,4,4,4,4,4,4,4,4,4,28,0,7,1,0,6.0,0,6.0,20,1, ,16, ,2,2,2,3,3,4,3,3,2,2,2,2,4,5,3,2,3,4,3,4,3,4,4,3,3,3,3,4,4,4,3,3,2,2,2,2,2,3,2,6,3,4,1,2,3,2,3,4,1,5,3,3,3,2,2,1,1,2,4,2,2,3,3,2,2,4,4,4,4,1, ,3,3,4,28,0,7,1,6,2.75,3.00,1.60,4.20,4.00,5.00,2.67,2.20,1.80,3.75,3.67,4.00,2.00,3.00,2.00,3.80,3.60,3.00,4.00,2.33,2.20,4.50,2.60,2.13,-.75,2.20,-.60,-1.00,-1.00,-.33,.40,-1.00,.00,.00,-1.00,-1.00,1.00,1.00,1.00,1.00,4.67,4.00,4.00,.00,.00,1.00,1.00,.50,-1.00,-.75,2.75
2,1,5.00,5,5,1,5.00,5,4,3,3,2,2,4,4,2,2,2,1,4,3,4,4,5,5,4,5,5,5,4,5,5,5,3,2,3,2,2,3,3,4,3,2,2,2,1,1,8,3,5,4,4,2,3,3,3,4,4,4,5,5,3,3,4,4,3,4,3,6,4,27,0,6,1,2,7.0,2,7.0,10,1, ,0,電信業,2,1,2,2,4,2,2,2,2,3,3,4,2,3,1,1,1,4,4,4,4,4,4,4,4,4,5,4,4,5,3,3,3,3,2,3,2,2,3,6,3,4,2,2,2,3,1,4,2,4,3,4,2,2,3,1,1,3,3,1,2,5,1,2,1,5,5,6,4,1, ,3,1,3,27,0,6,1,2,3.25,3.00,2.60,4.40,4.75,5.00,2.78,1.60,3.20,4.25,3.67,3.67,1.50,2.33,3.00,2.20,4.00,4.25,4.33,2.67,2.00,4.00,2.80,1.50,-.25,-.40,-.40,-.50,-.67,-.11,1.20,-2.00,.00,-1.00,-2.00,-2.00,4.00,4.00,4.00,1.00,5.33,5.00,5.00,.00,.00,.00,.50,2.58,.00,-.25,3.25
20,1,5.00,5,5,1,5.00,5,5,3,2,1,2,3,4,1,4,3,2,2,5,4,4,5,3,3,3,2,2,5,4,4,4,3,4,3,4,3,1,4,3,3,4,3,3,4,3,5,4,5,5,3,1,3,3,4,4,4,5,5,5,5,5,4,3,3,5,5,6,5,38,0,7,1,6,1.0,6,1.0,10,1, ,0,研究,3,2,2,4,2,2,2,3,3,2,1,3,4,5,2,1,1,5,4,4,5,3,3,3,2,2,5,4,4,4,2,2,3,3,2,1,2,4,1,5,4,4,2,2,3,2,1,4,3,3,3,3,3,2,3,1,1,2,4,1,1,4,2,3,2,5,5,6,5,1, ,3,1,3,38,0,7,1,1,2.75,2.50,3.00,3.80,3.00,4.00,3.11,3.40,3.20,4.50,5.00,3.33,2.50,2.50,2.25,3.40,3.80,3.00,4.00,2.22,2.00,3.50,2.80,1.88,-.50,.40,.00,.00,.00,-.89,-.60,.00,.00,-1.00,-2.00,-2.00,4.00,4.00,4.00,1.00,4.67,5.00,5.00,.00,.00,.25,.00,6.08,-.25,-.50,2.75
26,1,5.00,5,4,1,5.00,5,4,3,3,2,2,2,3,3,4,2,2,3,4,5,4,5,5,4,4,4,4,4,4,3,4,2,3,3,2,2,2,3,4,2,4,5,2,5,5,7,2,2,4,4,4,3,3,5,5,5,5,4,2,4,2,5,4,4,5,5,5,3,31,1,7,1,2,10.0,2,10.0,9,1, ,0,私校大專,3,3,2,2,2,2,2,2,2,2,2,3,2,4,3,3,3,5,4,4,4,4,3,3,4,4,4,3,3,4,2,2,2,2,1,2,3,3,2,6,2,2,2,3,4,3,2,4,1,5,4,4,3,3,5,2,1,2,4,2,2,5,1,2,1,4,5,6,2,1, ,3,4,2,31,1,7,1,7,2.50,2.50,3.20,4.60,4.00,3.67,2.56,4.20,4.00,4.75,2.67,4.33,3.00,2.00,2.25,3.40,3.80,3.75,3.33,2.11,2.80,4.50,3.80,1.88,-.25,.20,-.80,-.25,-.33,-.44,-.40,-1.00,.00,.00,-2.00,-2.00,4.00,4.00,4.00,1.00,3.67,5.00,5.00,.00,.00,.25,.25,2.83,-.25,-.25,2.50
29,1,5.00,5,5,1,5.00,5,5,3,4,4,4,4,4,2,2,1,1,3,3,4,4,5,5,5,5,5,5,5,5,5,5,3,2,2,5,3,2,3,3,3,3,3,2,2,3,7,3,6,2,2,3,4,2,3,4,4,4,4,4,4,2,5,5,5,5,5,6,5,25,1,6,1,2,11.0,2,11.0,10,1, ,13, ,4,4,3,3,3,3,3,2,3,3,3,3,3,4,1,1,3,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,3,3,3,3,4,2,6,3,5,2,2,2,2,2,4,1,5,3,3,2,3,3,2,1,4,2,2,1,5,1,3,2,6,5,6,5,0,在國外參加婚禮,3,2,1,25,1,6,1,7,3.75,3.83,2.20,4.60,5.00,5.00,2.89,2.60,2.40,4.00,3.33,5.00,4.00,2.83,3.00,3.00,4.00,3.75,4.00,3.22,2.00,4.50,2.80,1.75,-.75,.80,-.60,-1.25,-1.00,.33,.20,-1.00,.00,-1.00,-2.00,-2.00,4.00,4.00,4.00,1.00,5.33,5.00,5.00,.00,.00,.83,1.25,2.92,-.83,-.75,3.75
48,1,5.00,5,4,1,5.00,5,4,3,3,3,3,3,4,1,1,1,1,4,4,3,3,4,3,3,4,4,4,4,4,4,4,3,3,2,2,1,3,2,4,2,2,3,1,4,2,7,3,4,2,1,1,4,2,2,4,4,4,4,4,4,2,4,3,3,2,2,5,3,34,1,6,1,6,.0,6,.0,20,1, ,2, ,3,3,2,2,3,2,2,3,3,3,3,3,3,3,1,1,3,2,3,2,3,3,3,4,4,4,4,4,4,4,3,3,3,2,1,3,2,2,2,8,3,4,1,1,3,1,2,4,2,4,2,1,1,4,2,2,1,3,3,3,3,3,3,1,2,5,5,6,3,1, ,3,1,2,33,1,6,1,7,3.25,3.17,2.20,3.20,4.00,4.00,2.44,2.40,1.60,4.00,3.33,3.33,3.00,2.33,3.00,2.40,2.80,4.00,4.00,2.33,1.60,4.00,2.00,2.25,-.25,.20,-.40,.00,.00,-.11,-.40,1.00,.00,.00,-2.00,-2.00,4.00,4.00,4.00,1.00,4.67,5.00,5.00,.00,.00,.17,.00,6.00,-.17,-.25,3.25
51,1,5.00,5,4,1,5.00,5,5,2,3,2,4,2,4,2,2,2,4,1,3,5,4,4,4,4,4,4,4,5,4,4,4,3,4,3,3,3,3,3,4,3,5,5,3,5,4,5,2,2,5,5,5,2,4,3,5,4,4,4,4,3,2,4,4,4,5,6,6,1,33,1,7,1,0,7.0,0,7.0,4,1, ,13, ,4,5,3,3,4,3,3,3,4,3,2,4,3,3,4,4,1,3,4,4,4,4,3,4,4,4,4,4,4,4,3,4,3,3,2,2,2,3,1,7,2,3,3,2,2,2,1,4,1,5,3,4,2,5,4,4,3,3,3,3,3,3,3,4,2,4,5,6,2,1, ,3,4,4,33,1,7,1,1,2.50,2.83,2.00,4.20,4.25,4.00,3.22,4.40,4.40,4.25,3.00,4.00,4.50,3.17,3.25,2.80,3.80,4.00,4.00,2.56,2.00,4.50,3.60,3.13,.75,.80,-.40,-.25,.00,-.67,-.80,2.00,.00,1.00,-2.00,-2.00,4.00,4.00,4.00,1.00,3.00,5.00,5.00,.00,.00,.42,.25,.58,.42,.75,2.50
110,1,5.00,5,5,1,5.00,5,5,3,3,4,4,3,3,2,2,2,2,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,2,1,8,3,5,4,3,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,5,5,29,1,6,1,0,6.0,0,6.0,30,1, ,4, ,3,3,2,2,2,2,2,4,3,3,3,2,4,4,3,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,6,3,5,4,4,3,4,3,4,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,4,4,4,5,5,6, ,3,3,1,29,1,6,1,1,3.25,3.33,1.80,4.00,4.00,4.00,4.00,2.20,3.00,4.00,4.00,4.00,3.00,2.33,2.75,3.20,4.00,4.00,4.00,3.89,3.60,3.50,2.60,3.13,-.50,1.40,.00,.00,.00,-.11,.40,-2.00,.00,.00,-2.00,-2.00,4.00,4.00,4.00,1.00,5.33,5.00,5.00,.00,.00,.58,.00,.50,-.58,-.50,3.25
135,1,5.00,5,4,1,5.00,5,4,3,2,2,2,3,2,3,2,2,2,3,3,3,4,3,3,3,3,3,3,4,3,3,3,2,2,2,2,1,1,2,1,1,2,2,2,2,2,4,2,3,4,3,2,3,3,3,3,3,3,4,3,4,2,5,4,3,4,4,5,3,22,1,6,1,0,3.0,8,.0,,1, ,0,遊戲業,2,1,1,2,2,2,3,2,3,2,3,2,3,3,1,1,3,3,3,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,1,1,2,2,1,4,2,3,2,3,3,4,3,2,4,2,3,3,2,4,3,2,2,2,4,2,1,4,2,4,3,4,4,5,3,1, ,3,3,3,22,1,6,1,6,2.50,2.33,2.60,3.20,3.25,3.00,1.56,2.00,3.00,3.25,3.00,4.00,1.50,2.00,2.50,2.60,3.20,3.00,3.00,1.67,3.00,2.00,3.00,2.50,.00,.00,.00,-.25,.00,.11,1.00,.00,.00,.00,-2.00,-2.00,4.00,4.00,4.00,1.00,3.00,5.00,5.00,.00,.00,.17,.25,8.00,.17,.00,2.50
179,1,5.00,5,5,1,5.00,5,4,4,4,2,3,3,3,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,4,4,4,2,2,3,3,1,1,4,3,2,1,1,3,2,1,9,3,6,2,2,2,4,2,3,3,4,3,3,3,4,3,3,3,2,4,3,6,4,40,0,7,1,0,5.0,0,5.0,31,1, ,16, ,1,1,1,3,2,2,1,3,2,3,4,5,2,3,2,1,1,2,3,5,4,4,4,5,5,5,5,4,5,5,4,4,4,5,2,1,5,3,3,8,3,5,1,1,1,1,2,4,4,2,1,1,3,2,1,1,1,3,3,1,1,3,3,1,1,6,5,6,4,3, ,3,3,3,40,0,7,1,7,3.00,3.17,1.00,5.00,5.00,4.00,2.33,1.60,2.20,3.25,3.33,2.67,1.00,2.00,3.50,2.00,4.00,5.00,4.67,3.44,1.20,3.00,1.60,1.50,.50,1.00,-1.00,.00,.67,1.11,.00,-1.00,.00,-1.00,-2.00,-2.00,4.00,4.00,4.00,1.00,6.00,5.00,5.00,.00,.00,.33,.00,.42,.33,.50,3.00
78,5,1.00,2,5,5,1.00,2,4,4,4,4,4,4,4,2,2,2,2,2,2,5,4,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,2,2,1,2,2,8,4,6,4,1,1,5,1,1,4,4,4,4,4,4,4,4,4,4,5,5,2,5,28,1,6,1,1,1.0,1,1.0,8,2, ,0,餐飲,3,3,5,4,4,3,3,5,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,4,4,5,3,3,4,4,4,8,4,6,1,1,1,1,1,5,2,4,1,1,1,2,1,1,1,4,2,1,1,4,2,1,1,5,5,4,5,1, ,4,2,3,28,1,6,1,3,4.00,4.00,2.00,4.80,5.00,5.00,4.00,1.80,1.60,4.00,4.00,4.00,3.00,4.00,4.50,4.00,4.00,4.00,5.00,3.89,1.00,4.50,1.20,1.25,.50,2.00,-.80,-1.00,.00,-.11,-.60,.00,.00,.00,2.00,2.00,4.00,4.00,4.00,1.00,6.00,1.50,1.50,.00,.00,.50,1.00,1.08,.50,.50,4.00
56,1,5.00,5,5,1,5.00,5,5,3,3,2,3,3,4,2,3,1,1,1,4,4,4,4,4,4,5,5,5,5,4,4,4,3,3,3,3,2,2,2,5,2,4,4,3,2,2,7,3,4,5,5,5,3,3,3,4,3,4,4,4,4,5,2,2,3,5,5,6,4,34,1,7,1,4,8.0,0,8.0,7,2, ,4, ,4,4,2,3,4,3,3,4,3,2,3,4,3,4,2,2,2,4,3,4,4,4,3,4,4,4,4,3,3,2,2,2,2,3,3,2,3,4,2,6,2,3,4,4,2,3,1,4,2,4,5,5,4,3,2,1,2,3,3,2,1,4,2,2,1,5,5,6,4,1, ,4,4,2,34,1,7,1,1,3.00,3.00,2.20,4.00,5.00,4.00,2.78,3.00,4.20,3.75,4.33,2.33,4.00,3.17,3.00,3.00,3.60,4.00,2.67,2.56,2.80,4.00,3.80,1.75,.00,.80,-.40,-1.00,-1.33,-.22,.80,-1.00,-1.00,-1.00,-2.00,-2.00,4.00,4.00,4.00,1.00,4.67,5.00,5.00,.00,.00,.00,1.00,.67,.00,.00,3.00
106,1,5.00,5,4,1,5.00,5,4,4,4,3,3,3,3,1,1,1,1,1,1,4,4,5,3,3,4,4,4,4,4,4,4,3,3,3,3,1,1,3,3,3,2,4,2,3,2,8,4,4,3,3,2,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,6,4,28,0,7,1,0,7.0,0,7.0,160,1, ,2, ,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,1,3,3,3,3,3,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,7,3,4,2,1,1,1,1,3,3,3,1,3,2,2,1,2,2,3,3,2,2,4,2,2,2,4,5,6,4,1, ,4,4,2,28,0,7,1,7,3.25,3.33,1.00,3.80,4.00,4.00,2.56,2.60,2.60,4.00,4.00,4.00,3.00,3.00,3.00,2.00,3.00,4.00,4.00,3.00,1.20,3.00,1.80,2.13,-.25,1.00,-.80,.00,.00,.44,-.80,-1.00,-1.00,.00,-2.00,-2.00,4.00,4.00,4.00,1.00,5.33,5.00,5.00,.00,.00,.33,.00,.58,-.33,-.25,3.25
127,1,5.00,5,5,1,5.00,5,4,2,2,2,3,1,4,3,4,2,3,4,5,4,4,4,3,2,4,4,4,5,4,4,4,4,4,4,3,3,3,3,4,3,2,2,1,2,1,7,3,5,4,2,2,4,2,4,3,3,4,3,4,4,2,2,2,2,5,5,6,5,36,1,7,1,3,10.0,3,10.0,30,2, ,12, ,2,2,2,2,4,2,2,4,3,2,1,4,4,4,5,4,4,4,3,4,4,4,2,4,4,4,4,4,4,4,3,3,3,3,3,3,5,4,3,8,3,5,2,4,4,2,1,5,1,5,3,3,1,2,2,1,1,4,2,1,1,4,2,2,2,5,5,6,5,1, ,4,3,2,36,1,7,1,6,2.25,2.33,3.60,3.40,4.25,4.00,3.44,1.60,2.80,3.25,3.33,2.00,2.00,2.67,2.50,4.20,3.40,4.00,4.00,3.33,2.60,5.00,2.20,1.50,.25,.60,.00,-.25,.00,-.11,.60,1.00,.00,.00,-2.00,-2.00,4.00,4.00,4.00,1.00,5.00,5.00,5.00,.00,.00,.17,.25,3.83,.17,.25,2.25
202,2,4.00,4,4,2,4.00,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,3,5,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,25,0,6,1,2,.0,2,.0,20,1, ,16, ,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,1, ,5,4,5,25,0,7,1,6,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,3.60,4.00,4.00,4.00,4.00,4.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-2.00,.00,.00,-1.00,-1.00,1.00,1.00,1.00,1.00,5.33,4.00,4.00,.00,.00,1.00,1.00,2.00,-1.00,-1.00,4.00
102,1,5.00,5,5,1,5.00,5,4,3,3,3,3,2,3,2,2,1,1,3,3,4,4,4,4,4,3,4,3,5,4,4,4,3,2,3,3,2,2,4,2,2,3,4,2,3,2,7,3,6,2,3,3,3,3,3,4,3,4,3,3,2,2,4,2,3,5,6,6,4,32,1,7,1,0,8.0,4,6.0,9,1, ,12, ,4,4,3,2,4,3,2,3,3,3,2,3,4,4,3,1,1,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,2,2,4,2,2,7,3,6,3,3,2,2,1,5,2,4,2,3,2,3,2,1,1,4,2,1,1,4,2,1,1,5,5,5,4,1, ,5,1,3,32,1,7,1,3,2.75,2.83,2.20,4.00,3.75,4.00,2.56,2.80,2.80,3.50,2.33,3.00,4.00,2.83,2.75,3.00,4.00,4.00,4.00,2.67,2.20,4.50,2.40,1.25,.00,.80,.00,.25,.00,.11,-.40,.00,.00,.00,-2.00,-2.00,4.00,4.00,4.00,1.00,5.33,5.00,5.00,.00,.00,.08,.25,4.50,-.08,.00,2.75
115,3,3.00,4,2,4,2.00,4,3,3,4,3,3,2,1,1,4,1,2,4,3,4,4,4,2,3,4,4,4,4,4,4,4,3,3,3,3,2,4,3,3,3,5,5,3,3,2,6,2,3,5,5,3,4,2,5,2,3,3,2,3,3,2,4,4,4,5,5,4,3,37,0,7,1,1,1.0,1,1.0,2000,3, ,0,HR,2,2,2,4,3,3,4,4,3,3,3,3,1,2,2,1,1,1,4,4,4,3,3,4,4,4,4,4,4,4,3,3,3,2,2,4,3,2,2,7,3,4,3,2,2,2,2,4,3,3,4,4,3,3,3,2,3,3,3,2,2,4,2,3,3,5,5,5,4,1, ,1,3,4,37,0,7,5,7,2.25,2.67,2.60,3.40,4.00,4.00,3.00,3.60,4.00,2.50,2.67,4.00,2.00,3.33,3.00,1.40,3.60,4.00,4.00,2.67,2.20,3.50,3.40,2.50,.75,-1.20,.20,.00,.00,-.33,-.20,1.00,1.00,1.00,.00,1.00,.00,.00,1.00,.00,3.67,3.50,3.00,.50,.50,.33,.00,1.08,.33,.75,2.25
92,1,5.00,5,5,2,4.00,5,3,3,4,3,4,1,2,4,5,2,1,4,4,4,4,5,5,5,3,3,4,4,3,4,4,2,1,2,2,1,1,3,2,1,3,4,3,4,4,6,2,3,5,4,3,3,3,3,4,3,3,3,5,5,4,4,5,5,6,5,6,3,24,1,6,3,1,8.0,0,8.0,4,1, ,9, ,4,5,1,2,1,2,3,2,3,3,3,4,2,4,2,2,5,5,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,3,1,1,3,3,2,6,2,4,2,2,3,2,4,4,2,4,3,3,3,4,2,2,2,2,4,2,3,4,2,4,2,5,5,6,4,1, ,2,1,3,24,1,6,3,6,2.25,2.83,3.80,4.60,3.50,3.67,1.67,3.60,3.60,3.25,4.67,4.67,4.50,1.83,3.25,3.60,4.00,4.00,4.00,2.00,2.60,4.00,3.00,2.63,1.00,-.20,-.60,.50,.33,.33,-.60,.00,.00,1.00,-2.00,-1.00,4.00,2.00,1.00,.00,3.67,5.00,4.50,.50,.50,.42,.50,.67,.42,1.00,2.25
154,1,5.00,5,5,2,4.00,5,4,3,3,3,3,3,3,2,3,1,1,2,3,4,4,4,5,4,4,4,4,4,5,5,4,2,3,3,4,3,1,4,2,3,3,3,3,3,1,8,3,5,4,4,3,3,3,3,5,5,5,5,4,5,4,5,4,4,6,5,6,4,25,1,6,2,2,5.0,2,5.0,,1, ,12, ,4,3,4,3,2,3,2,3,3,3,3,3,2,3,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,2,3,3,3,3,1,4,3,2,8,3,5,2,1,2,2,1,4,2,4,3,2,2,2,2,1,1,4,2,1,1,4,2,1,2,4,4,6,4,4, ,3,2,4,25,1,6,2,2,3.00,3.00,2.20,4.20,4.00,4.67,2.78,2.60,3.40,5.00,4.33,4.33,3.50,2.83,3.00,2.40,4.00,4.00,4.00,2.67,1.60,4.00,2.20,1.38,.00,.20,-.20,.00,-.67,-.11,-.40,.00,.00,.00,-2.00,-1.00,4.00,2.00,1.00,.00,5.33,5.00,4.50,.50,.50,.00,.00,2.42,.00,.00,3.00
185,1,5.00,4,5,2,4.00,4,4,4,3,3,3,3,4,2,3,1,1,2,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,2,2,1,2,1,8,3,5,2,2,1,4,2,2,4,4,4,4,3,3,4,4,5,5,4,4,6,5,26,1,7,1,1,1.0,1,1.0,200,1, ,9, ,2,2,3,4,3,3,4,4,3,3,2,2,2,4,2,2,2,4,4,4,4,4,4,4,4,4,4,4,5,4,4,3,4,3,4,3,3,4,3,7,4,5,2,2,3,2,3,4,3,3,3,3,2,3,3,3,2,2,4,2,3,2,4,2,3,5,4,6,4,1, ,4,4,3,26,1,7,3,7,3.50,3.33,2.40,4.40,4.00,4.00,3.67,1.60,1.80,4.00,3.33,4.67,2.00,3.50,2.50,2.80,4.00,4.00,4.33,3.44,2.40,3.50,2.80,2.88,-1.00,.40,-.40,.00,.33,-.22,1.20,-1.00,1.00,.00,-2.00,-1.00,4.00,2.00,1.00,.00,5.33,4.50,4.00,.50,.50,.83,.00,1.08,-.83,-1.00,3.50
129,2,4.00,5,3,2,4.00,4,5,2,4,4,5,2,2,1,4,1,1,4,4,4,5,3,5,5,3,4,3,5,5,5,5,3,2,2,2,2,2,3,4,2,4,4,2,5,4,3,2,5,2,1,1,5,1,3,5,5,5,4,3,5,2,5,5,5,2,5,5,4,22,1,4,0,1,8.0,1,9.0,,1, ,1, ,2,2,1,2,2,1,2,3,2,2,2,4,3,4,4,2,3,3,4,4,4,5,4,4,4,4,4,4,4,4,2,2,3,4,2,2,3,4,3,3,2,5,4,4,3,4,4,2,4,2,4,4,4,5,4,2,3,2,4,2,4,1,5,4,4,5,5,5,5,0,未投票,4,5,1,22,1,4,0,0,2.50,3.17,2.80,4.40,3.75,5.00,2.44,3.80,1.60,4.75,3.33,5.00,2.00,1.83,2.50,3.40,4.20,4.00,4.00,2.78,3.80,2.00,4.20,3.50,.00,.60,-.20,.25,-1.00,.33,.40,.00,.00,.00,-1.00,-1.00,1.00,1.00,1.00,.00,3.33,4.50,4.00,.50,.50,.67,.25,1.75,-.67,.00,2.50
123,4,2.00,2,4,5,1.00,2,4,4,4,4,4,4,4,2,2,1,1,2,2,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,2,1,8,3,6,4,3,4,4,2,2,4,4,4,4,4,4,1,4,4,4,5,5,5,5,58,0,7,1,22,4.0,22,4.0,440,1, ,0,食品生技,3,2,4,3,4,4,2,5,4,4,4,4,2,2,2,2,2,2,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,8,3,6,2,2,2,2,2,4,4,2,2,2,1,1,1,1,1,2,4,2,2,4,2,1,1,2,5,5,5,1, ,1,3,4,58,0,7,1,1,4.00,4.00,1.80,4.80,4.00,4.00,4.00,1.60,3.00,4.00,3.00,4.00,2.50,3.67,4.00,2.00,4.20,4.00,4.00,3.89,2.00,3.00,1.40,1.75,.00,.20,-.60,.00,.00,-.11,-.20,.00,.00,.00,1.00,2.00,1.00,2.00,4.00,1.00,5.67,2.00,1.50,.50,.50,.00,.00,22.33,.00,.00,4.00
